obsnme,obsval,weight,obgnme,extra
trgw_0_2_15_20151231,35.8397,0.0,trgw_0_2_15,
trgw_0_2_15_20160131,35.6185,0.0,trgw_0_2_15,
trgw_0_2_15_20160229,35.6808,0.0,trgw_0_2_15,
trgw_0_2_15_20160331,36.4734,0.0,trgw_0_2_15,
trgw_0_2_15_20160430,36.4721,0.0,trgw_0_2_15,
trgw_0_2_15_20160531,36.5261,0.0,trgw_0_2_15,
trgw_0_2_15_20160630,36.0571,0.0,trgw_0_2_15,
trgw_0_2_15_20160731,35.5743,0.0,trgw_0_2_15,
trgw_0_2_15_20160831,34.9583,0.0,trgw_0_2_15,
trgw_0_2_15_20160930,34.304,0.0,trgw_0_2_15,
trgw_0_2_15_20161031,33.7618,0.0,trgw_0_2_15,
trgw_0_2_15_20161130,33.6684,0.0,trgw_0_2_15,
trgw_0_2_15_20161231,33.9476,0.0,trgw_0_2_15,
trgw_0_2_15_20170131,34.5363,0.0,trgw_0_2_15,
trgw_0_2_15_20170228,34.9784,0.0,trgw_0_2_15,
trgw_0_2_15_20170331,35.4437,0.0,trgw_0_2_15,
trgw_0_2_15_20170430,35.724000000000004,0.0,trgw_0_2_15,
trgw_0_2_15_20170531,35.6468,0.0,trgw_0_2_15,
trgw_0_2_15_20170630,35.5064,0.0,trgw_0_2_15,
trgw_0_2_15_20170731,35.374,0.0,trgw_0_2_15,
trgw_0_2_15_20170831,34.8458,0.0,trgw_0_2_15,
trgw_0_2_15_20170930,34.2423,0.0,trgw_0_2_15,
trgw_0_2_15_20171031,33.7857,0.0,trgw_0_2_15,
trgw_0_2_15_20171130,33.6541,0.0,trgw_0_2_15,
trgw_0_2_15_20171231,34.152,0.0,trgw_0_2_15,
trgw_0_2_9_20151231,36.8045,0.0,trgw_0_2_9,
trgw_0_2_9_20160131,36.4533,0.0,trgw_0_2_9,
trgw_0_2_9_20160229,36.5454,0.0,trgw_0_2_9,
trgw_0_2_9_20160331,37.8054,0.0,trgw_0_2_9,
trgw_0_2_9_20160430,37.8862,0.0,trgw_0_2_9,
trgw_0_2_9_20160531,37.9221,0.0,trgw_0_2_9,
trgw_0_2_9_20160630,37.1792,0.0,trgw_0_2_9,
trgw_0_2_9_20160731,36.4085,0.0,trgw_0_2_9,
trgw_0_2_9_20160831,35.4845,0.0,trgw_0_2_9,
trgw_0_2_9_20160930,34.5512,0.0,trgw_0_2_9,
trgw_0_2_9_20161031,33.7946,0.0,trgw_0_2_9,
trgw_0_2_9_20161130,33.6384,0.0,trgw_0_2_9,
trgw_0_2_9_20161231,34.0144,0.0,trgw_0_2_9,
trgw_0_2_9_20170131,34.8331,0.0,trgw_0_2_9,
trgw_0_2_9_20170228,35.4887,0.0,trgw_0_2_9,
trgw_0_2_9_20170331,36.1805,0.0,trgw_0_2_9,
trgw_0_2_9_20170430,36.6434,0.0,trgw_0_2_9,
trgw_0_2_9_20170531,36.5369,0.0,trgw_0_2_9,
trgw_0_2_9_20170630,36.3012,0.0,trgw_0_2_9,
trgw_0_2_9_20170731,36.0872,0.0,trgw_0_2_9,
trgw_0_2_9_20170831,35.3099,0.0,trgw_0_2_9,
trgw_0_2_9_20170930,34.4452,0.0,trgw_0_2_9,
trgw_0_2_9_20171031,33.8084,0.0,trgw_0_2_9,
trgw_0_2_9_20171130,33.6293,0.0,trgw_0_2_9,
trgw_0_2_9_20171231,34.486,0.0,trgw_0_2_9,
trgw_0_33_7_20151231,34.8702,0.0,trgw_0_33_7,
trgw_0_33_7_20160131,34.7082,0.0,trgw_0_33_7,
trgw_0_33_7_20160229,34.7548,0.0,trgw_0_33_7,
trgw_0_33_7_20160331,35.335,0.0,trgw_0_33_7,
trgw_0_33_7_20160430,35.2908,0.0,trgw_0_33_7,
trgw_0_33_7_20160531,35.3412,0.0,trgw_0_33_7,
trgw_0_33_7_20160630,34.9617,0.0,trgw_0_33_7,
trgw_0_33_7_20160731,34.633,0.0,trgw_0_33_7,
trgw_0_33_7_20160831,34.1986,0.0,trgw_0_33_7,
trgw_0_33_7_20160930,33.7595,0.0,trgw_0_33_7,
trgw_0_33_7_20161031,33.4559,0.0,trgw_0_33_7,
trgw_0_33_7_20161130,33.4521,0.0,trgw_0_33_7,
trgw_0_33_7_20161231,33.6213,0.0,trgw_0_33_7,
trgw_0_33_7_20170131,33.9983,0.0,trgw_0_33_7,
trgw_0_33_7_20170228,34.2684,0.0,trgw_0_33_7,
trgw_0_33_7_20170331,34.6004,0.0,trgw_0_33_7,
trgw_0_33_7_20170430,34.763000000000005,0.0,trgw_0_33_7,
trgw_0_33_7_20170531,34.69,0.0,trgw_0_33_7,
trgw_0_33_7_20170630,34.5798,0.0,trgw_0_33_7,
trgw_0_33_7_20170731,34.5168,0.0,trgw_0_33_7,
trgw_0_33_7_20170831,34.1288,0.0,trgw_0_33_7,
trgw_0_33_7_20170930,33.7423,0.0,trgw_0_33_7,
trgw_0_33_7_20171031,33.4987,0.0,trgw_0_33_7,
trgw_0_33_7_20171130,33.438,0.0,trgw_0_33_7,
trgw_0_33_7_20171231,34.006,0.0,trgw_0_33_7,
trgw_0_34_10_20151231,34.6813,0.0,trgw_0_34_10,
trgw_0_34_10_20160131,34.5389,0.0,trgw_0_34_10,
trgw_0_34_10_20160229,34.5812,0.0,trgw_0_34_10,
trgw_0_34_10_20160331,35.0849,0.0,trgw_0_34_10,
trgw_0_34_10_20160430,35.0345,0.0,trgw_0_34_10,
trgw_0_34_10_20160531,35.0795,0.0,trgw_0_34_10,
trgw_0_34_10_20160630,34.7497,0.0,trgw_0_34_10,
trgw_0_34_10_20160731,34.4665,0.0,trgw_0_34_10,
trgw_0_34_10_20160831,34.0865,0.0,trgw_0_34_10,
trgw_0_34_10_20160930,33.7112,0.0,trgw_0_34_10,
trgw_0_34_10_20161031,33.4422,0.0,trgw_0_34_10,
trgw_0_34_10_20161130,33.4508,0.0,trgw_0_34_10,
trgw_0_34_10_20161231,33.5993,0.0,trgw_0_34_10,
trgw_0_34_10_20170131,33.925,0.0,trgw_0_34_10,
trgw_0_34_10_20170228,34.1586,0.0,trgw_0_34_10,
trgw_0_34_10_20170331,34.451,0.0,trgw_0_34_10,
trgw_0_34_10_20170430,34.5803,0.0,trgw_0_34_10,
trgw_0_34_10_20170531,34.5194,0.0,trgw_0_34_10,
trgw_0_34_10_20170630,34.423,0.0,trgw_0_34_10,
trgw_0_34_10_20170731,34.3728,0.0,trgw_0_34_10,
trgw_0_34_10_20170831,34.0328,0.0,trgw_0_34_10,
trgw_0_34_10_20170930,33.698,0.0,trgw_0_34_10,
trgw_0_34_10_20171031,33.4916,0.0,trgw_0_34_10,
trgw_0_34_10_20171130,33.4385,0.0,trgw_0_34_10,
trgw_0_34_10_20171231,33.884,0.0,trgw_0_34_10,
trgw_0_3_8_20151231,36.7222,0.0,trgw_0_3_8,
trgw_0_3_8_20160131,36.3777,0.0,trgw_0_3_8,
trgw_0_3_8_20160229,36.4684,0.0,trgw_0_3_8,
trgw_0_3_8_20160331,37.7102,0.0,trgw_0_3_8,
trgw_0_3_8_20160430,37.7825,0.0,trgw_0_3_8,
trgw_0_3_8_20160531,37.8216,0.0,trgw_0_3_8,
trgw_0_3_8_20160630,37.0879,0.0,trgw_0_3_8,
trgw_0_3_8_20160731,36.3306,0.0,trgw_0_3_8,
trgw_0_3_8_20160831,35.4214,0.0,trgw_0_3_8,
trgw_0_3_8_20160930,34.5066,0.0,trgw_0_3_8,
trgw_0_3_8_20161031,33.7735,0.0,trgw_0_3_8,
trgw_0_3_8_20161130,33.6281,0.0,trgw_0_3_8,
trgw_0_3_8_20161231,33.992,0.0,trgw_0_3_8,
trgw_0_3_8_20170131,34.7889,0.0,trgw_0_3_8,
trgw_0_3_8_20170228,35.4297,0.0,trgw_0_3_8,
trgw_0_3_8_20170331,36.1091,0.0,trgw_0_3_8,
trgw_0_3_8_20170430,36.5611,0.0,trgw_0_3_8,
trgw_0_3_8_20170531,36.4538,0.0,trgw_0_3_8,
trgw_0_3_8_20170630,36.225,0.0,trgw_0_3_8,
trgw_0_3_8_20170731,36.0169,0.0,trgw_0_3_8,
trgw_0_3_8_20170831,35.2516,0.0,trgw_0_3_8,
trgw_0_3_8_20170930,34.4069,0.0,trgw_0_3_8,
trgw_0_3_8_20171031,33.791,0.0,trgw_0_3_8,
trgw_0_3_8_20171130,33.6172,0.0,trgw_0_3_8,
trgw_0_3_8_20171231,34.515,0.0,trgw_0_3_8,
trgw_0_9_1_20151231,37.1652,0.0,trgw_0_9_1,
trgw_0_9_1_20160131,36.7679,0.0,trgw_0_9_1,
trgw_0_9_1_20160229,36.8763,0.0,trgw_0_9_1,
trgw_0_9_1_20160331,38.3044,0.0,trgw_0_9_1,
trgw_0_9_1_20160430,38.4267,0.0,trgw_0_9_1,
trgw_0_9_1_20160531,38.4478,0.0,trgw_0_9_1,
trgw_0_9_1_20160630,37.6069,0.0,trgw_0_9_1,
trgw_0_9_1_20160731,36.7312,0.0,trgw_0_9_1,
trgw_0_9_1_20160831,35.6979,0.0,trgw_0_9_1,
trgw_0_9_1_20160930,34.6678,0.0,trgw_0_9_1,
trgw_0_9_1_20161031,33.8242,0.0,trgw_0_9_1,
trgw_0_9_1_20161130,33.6405,0.0,trgw_0_9_1,
trgw_0_9_1_20161231,34.0547,0.0,trgw_0_9_1,
trgw_0_9_1_20170131,34.9675,0.0,trgw_0_9_1,
trgw_0_9_1_20170228,35.6929,0.0,trgw_0_9_1,
trgw_0_9_1_20170331,36.4663,0.0,trgw_0_9_1,
trgw_0_9_1_20170430,37.0003,0.0,trgw_0_9_1,
trgw_0_9_1_20170531,36.8912,0.0,trgw_0_9_1,
trgw_0_9_1_20170630,36.6119,0.0,trgw_0_9_1,
trgw_0_9_1_20170731,36.3621,0.0,trgw_0_9_1,
trgw_0_9_1_20170831,35.4962,0.0,trgw_0_9_1,
trgw_0_9_1_20170930,34.5394,0.0,trgw_0_9_1,
trgw_0_9_1_20171031,33.8303,0.0,trgw_0_9_1,
trgw_0_9_1_20171130,33.6356,0.0,trgw_0_9_1,
trgw_0_9_1_20171231,34.948,0.0,trgw_0_9_1,
trgw_2_13_10_20151231,35.9857,0.0,trgw_2_13_10,
trgw_2_13_10_20160131,35.7121,0.0,trgw_2_13_10,
trgw_2_13_10_20160229,35.783,0.0,trgw_2_13_10,
trgw_2_13_10_20160331,36.7458,0.0,trgw_2_13_10,
trgw_2_13_10_20160430,36.7523,0.0,trgw_2_13_10,
trgw_2_13_10_20160531,36.8047,0.0,trgw_2_13_10,
trgw_2_13_10_20160630,36.2264,0.0,trgw_2_13_10,
trgw_2_13_10_20160731,35.6494,0.0,trgw_2_13_10,
trgw_2_13_10_20160831,34.9122,0.0,trgw_2_13_10,
trgw_2_13_10_20160930,34.1706,0.0,trgw_2_13_10,
trgw_2_13_10_20161031,33.6115,0.0,trgw_2_13_10,
trgw_2_13_10_20161130,33.5391,0.0,trgw_2_13_10,
trgw_2_13_10_20161231,33.8252,0.0,trgw_2_13_10,
trgw_2_13_10_20170131,34.4498,0.0,trgw_2_13_10,
trgw_2_13_10_20170228,34.9532,0.0,trgw_2_13_10,
trgw_2_13_10_20170331,35.4965,0.0,trgw_2_13_10,
trgw_2_13_10_20170430,35.8262,0.0,trgw_2_13_10,
trgw_2_13_10_20170531,35.7162,0.0,trgw_2_13_10,
trgw_2_13_10_20170630,35.561,0.0,trgw_2_13_10,
trgw_2_13_10_20170731,35.4198,0.0,trgw_2_13_10,
trgw_2_13_10_20170831,34.7854,0.0,trgw_2_13_10,
trgw_2_13_10_20170930,34.1222,0.0,trgw_2_13_10,
trgw_2_13_10_20171031,33.6575,0.0,trgw_2_13_10,
trgw_2_13_10_20171130,33.5155,0.0,trgw_2_13_10,
trgw_2_13_10_20171231,34.106,0.0,trgw_2_13_10,
trgw_2_15_16_20151231,35.6931,0.0,trgw_2_15_16,
trgw_2_15_16_20160131,35.4521,0.0,trgw_2_15_16,
trgw_2_15_16_20160229,35.509,0.0,trgw_2_15_16,
trgw_2_15_16_20160331,36.3535,0.0,trgw_2_15_16,
trgw_2_15_16_20160430,36.3444,0.0,trgw_2_15_16,
trgw_2_15_16_20160531,36.3991,0.0,trgw_2_15_16,
trgw_2_15_16_20160630,35.8959,0.0,trgw_2_15_16,
trgw_2_15_16_20160731,35.3925,0.0,trgw_2_15_16,
trgw_2_15_16_20160831,34.7358,0.0,trgw_2_15_16,
trgw_2_15_16_20160930,34.0766,0.0,trgw_2_15_16,
trgw_2_15_16_20161031,33.5877,0.0,trgw_2_15_16,
trgw_2_15_16_20161130,33.5296,0.0,trgw_2_15_16,
trgw_2_15_16_20161231,33.7827,0.0,trgw_2_15_16,
trgw_2_15_16_20170131,34.3331,0.0,trgw_2_15_16,
trgw_2_15_16_20170228,34.7788,0.0,trgw_2_15_16,
trgw_2_15_16_20170331,35.2571,0.0,trgw_2_15_16,
trgw_2_15_16_20170430,35.5405,0.0,trgw_2_15_16,
trgw_2_15_16_20170531,35.435,0.0,trgw_2_15_16,
trgw_2_15_16_20170630,35.3107,0.0,trgw_2_15_16,
trgw_2_15_16_20170731,35.1943,0.0,trgw_2_15_16,
trgw_2_15_16_20170831,34.628,0.0,trgw_2_15_16,
trgw_2_15_16_20170930,34.0434,0.0,trgw_2_15_16,
trgw_2_15_16_20171031,33.6343,0.0,trgw_2_15_16,
trgw_2_15_16_20171130,33.5072,0.0,trgw_2_15_16,
trgw_2_15_16_20171231,34.065,0.0,trgw_2_15_16,
trgw_2_21_10_20151231,35.5692,0.0,trgw_2_21_10,
trgw_2_21_10_20160131,35.3314,0.0,trgw_2_21_10,
trgw_2_21_10_20160229,35.3858,0.0,trgw_2_21_10,
trgw_2_21_10_20160331,36.207,0.0,trgw_2_21_10,
trgw_2_21_10_20160430,36.2024,0.0,trgw_2_21_10,
trgw_2_21_10_20160531,36.249,0.0,trgw_2_21_10,
trgw_2_21_10_20160630,35.7467,0.0,trgw_2_21_10,
trgw_2_21_10_20160731,35.2577,0.0,trgw_2_21_10,
trgw_2_21_10_20160831,34.6243,0.0,trgw_2_21_10,
trgw_2_21_10_20160930,33.9893,0.0,trgw_2_21_10,
trgw_2_21_10_20161031,33.5285,0.0,trgw_2_21_10,
trgw_2_21_10_20161130,33.4816,0.0,trgw_2_21_10,
trgw_2_21_10_20161231,33.7268,0.0,trgw_2_21_10,
trgw_2_21_10_20170131,34.2582,0.0,trgw_2_21_10,
trgw_2_21_10_20170228,34.6812,0.0,trgw_2_21_10,
trgw_2_21_10_20170331,35.1455,0.0,trgw_2_21_10,
trgw_2_21_10_20170430,35.4169,0.0,trgw_2_21_10,
trgw_2_21_10_20170531,35.3094,0.0,trgw_2_21_10,
trgw_2_21_10_20170630,35.1751,0.0,trgw_2_21_10,
trgw_2_21_10_20170731,35.0747,0.0,trgw_2_21_10,
trgw_2_21_10_20170831,34.5228,0.0,trgw_2_21_10,
trgw_2_21_10_20170930,33.9565,0.0,trgw_2_21_10,
trgw_2_21_10_20171031,33.5772,0.0,trgw_2_21_10,
trgw_2_21_10_20171130,33.4674,0.0,trgw_2_21_10,
trgw_2_21_10_20171231,34.055,0.0,trgw_2_21_10,
trgw_2_22_15_20151231,35.4163,0.0,trgw_2_22_15,
trgw_2_22_15_20160131,35.2023,0.0,trgw_2_22_15,
trgw_2_22_15_20160229,35.2469,0.0,trgw_2_22_15,
trgw_2_22_15_20160331,35.9939,0.0,trgw_2_22_15,
trgw_2_22_15_20160430,35.9869,0.0,trgw_2_22_15,
trgw_2_22_15_20160531,36.0313,0.0,trgw_2_22_15,
trgw_2_22_15_20160630,35.5779,0.0,trgw_2_22_15,
trgw_2_22_15_20160731,35.1363,0.0,trgw_2_22_15,
trgw_2_22_15_20160831,34.5537,0.0,trgw_2_22_15,
trgw_2_22_15_20160930,33.9728,0.0,trgw_2_22_15,
trgw_2_22_15_20161031,33.5494,0.0,trgw_2_22_15,
trgw_2_22_15_20161130,33.5063,0.0,trgw_2_22_15,
trgw_2_22_15_20161231,33.7318,0.0,trgw_2_22_15,
trgw_2_22_15_20170131,34.2166,0.0,trgw_2_22_15,
trgw_2_22_15_20170228,34.6062,0.0,trgw_2_22_15,
trgw_2_22_15_20170331,35.0303,0.0,trgw_2_22_15,
trgw_2_22_15_20170430,35.2765,0.0,trgw_2_22_15,
trgw_2_22_15_20170531,35.1726,0.0,trgw_2_22_15,
trgw_2_22_15_20170630,35.0599,0.0,trgw_2_22_15,
trgw_2_22_15_20170731,34.9684,0.0,trgw_2_22_15,
trgw_2_22_15_20170831,34.4605,0.0,trgw_2_22_15,
trgw_2_22_15_20170930,33.9459,0.0,trgw_2_22_15,
trgw_2_22_15_20171031,33.5953,0.0,trgw_2_22_15,
trgw_2_22_15_20171130,33.4881,0.0,trgw_2_22_15,
trgw_2_22_15_20171231,34.008,0.0,trgw_2_22_15,
trgw_2_24_4_20151231,35.771,0.0,trgw_2_24_4,
trgw_2_24_4_20160131,35.5052,0.0,trgw_2_24_4,
trgw_2_24_4_20160229,35.571,0.0,trgw_2_24_4,
trgw_2_24_4_20160331,36.4996,0.0,trgw_2_24_4,
trgw_2_24_4_20160430,36.5152,0.0,trgw_2_24_4,
trgw_2_24_4_20160531,36.5535,0.0,trgw_2_24_4,
trgw_2_24_4_20160630,35.9873,0.0,trgw_2_24_4,
trgw_2_24_4_20160731,35.4354,0.0,trgw_2_24_4,
trgw_2_24_4_20160831,34.7457,0.0,trgw_2_24_4,
trgw_2_24_4_20160930,34.0501,0.0,trgw_2_24_4,
trgw_2_24_4_20161031,33.535,0.0,trgw_2_24_4,
trgw_2_24_4_20161130,33.4744,0.0,trgw_2_24_4,
trgw_2_24_4_20161231,33.7399,0.0,trgw_2_24_4,
trgw_2_24_4_20170131,34.3324,0.0,trgw_2_24_4,
trgw_2_24_4_20170228,34.7972,0.0,trgw_2_24_4,
trgw_2_24_4_20170331,35.3049,0.0,trgw_2_24_4,
trgw_2_24_4_20170430,35.6207,0.0,trgw_2_24_4,
trgw_2_24_4_20170531,35.5167,0.0,trgw_2_24_4,
trgw_2_24_4_20170630,35.3439,0.0,trgw_2_24_4,
trgw_2_24_4_20170731,35.2232,0.0,trgw_2_24_4,
trgw_2_24_4_20170831,34.6248,0.0,trgw_2_24_4,
trgw_2_24_4_20170930,33.9993,0.0,trgw_2_24_4,
trgw_2_24_4_20171031,33.5748,0.0,trgw_2_24_4,
trgw_2_24_4_20171130,33.4622,0.0,trgw_2_24_4,
trgw_2_24_4_20171231,34.171,0.0,trgw_2_24_4,
trgw_2_26_6_20151231,35.4379,0.0,trgw_2_26_6,
trgw_2_26_6_20160131,35.2043,0.0,trgw_2_26_6,
trgw_2_26_6_20160229,35.260999999999996,0.0,trgw_2_26_6,
trgw_2_26_6_20160331,36.055,0.0,trgw_2_26_6,
trgw_2_26_6_20160430,36.0462,0.0,trgw_2_26_6,
trgw_2_26_6_20160531,36.096,0.0,trgw_2_26_6,
trgw_2_26_6_20160630,35.5983,0.0,trgw_2_26_6,
trgw_2_26_6_20160731,35.124,0.0,trgw_2_26_6,
trgw_2_26_6_20160831,34.5167,0.0,trgw_2_26_6,
trgw_2_26_6_20160930,33.9056,0.0,trgw_2_26_6,
trgw_2_26_6_20161031,33.4714,0.0,trgw_2_26_6,
trgw_2_26_6_20161130,33.4366,0.0,trgw_2_26_6,
trgw_2_26_6_20161231,33.6684,0.0,trgw_2_26_6,
trgw_2_26_6_20170131,34.1831,0.0,trgw_2_26_6,
trgw_2_26_6_20170228,34.5854,0.0,trgw_2_26_6,
trgw_2_26_6_20170331,35.0304,0.0,trgw_2_26_6,
trgw_2_26_6_20170430,35.2873,0.0,trgw_2_26_6,
trgw_2_26_6_20170531,35.1844,0.0,trgw_2_26_6,
trgw_2_26_6_20170630,35.0458,0.0,trgw_2_26_6,
trgw_2_26_6_20170731,34.9563,0.0,trgw_2_26_6,
trgw_2_26_6_20170831,34.4209,0.0,trgw_2_26_6,
trgw_2_26_6_20170930,33.8752,0.0,trgw_2_26_6,
trgw_2_26_6_20171031,33.5228,0.0,trgw_2_26_6,
trgw_2_26_6_20171130,33.4289,0.0,trgw_2_26_6,
trgw_2_26_6_20171231,34.052,0.0,trgw_2_26_6,
trgw_2_29_15_20151231,34.9049,0.0,trgw_2_29_15,
trgw_2_29_15_20160131,34.7473,0.0,trgw_2_29_15,
trgw_2_29_15_20160229,34.7887,0.0,trgw_2_29_15,
trgw_2_29_15_20160331,35.3478,0.0,trgw_2_29_15,
trgw_2_29_15_20160430,35.3226,0.0,trgw_2_29_15,
trgw_2_29_15_20160531,35.3575,0.0,trgw_2_29_15,
trgw_2_29_15_20160630,35.0075,0.0,trgw_2_29_15,
trgw_2_29_15_20160731,34.6854,0.0,trgw_2_29_15,
trgw_2_29_15_20160831,34.2645,0.0,trgw_2_29_15,
trgw_2_29_15_20160930,33.8348,0.0,trgw_2_29_15,
trgw_2_29_15_20161031,33.5291,0.0,trgw_2_29_15,
trgw_2_29_15_20161130,33.5104,0.0,trgw_2_29_15,
trgw_2_29_15_20161231,33.6791,0.0,trgw_2_29_15,
trgw_2_29_15_20170131,34.0438,0.0,trgw_2_29_15,
trgw_2_29_15_20170228,34.3157,0.0,trgw_2_29_15,
trgw_2_29_15_20170331,34.6341,0.0,trgw_2_29_15,
trgw_2_29_15_20170430,34.8033,0.0,trgw_2_29_15,
trgw_2_29_15_20170531,34.7332,0.0,trgw_2_29_15,
trgw_2_29_15_20170630,34.6314,0.0,trgw_2_29_15,
trgw_2_29_15_20170731,34.5665,0.0,trgw_2_29_15,
trgw_2_29_15_20170831,34.1965,0.0,trgw_2_29_15,
trgw_2_29_15_20170930,33.8148,0.0,trgw_2_29_15,
trgw_2_29_15_20171031,33.5652,0.0,trgw_2_29_15,
trgw_2_29_15_20171130,33.4975,0.0,trgw_2_29_15,
trgw_2_29_15_20171231,33.877,0.0,trgw_2_29_15,
trgw_2_2_15_20151231,36.1891,0.0,trgw_2_2_15,
trgw_2_2_15_20160131,35.908,0.0,trgw_2_2_15,
trgw_2_2_15_20160229,35.9848,0.0,trgw_2_2_15,
trgw_2_2_15_20160331,37.003,0.0,trgw_2_2_15,
trgw_2_2_15_20160430,37.0025,0.0,trgw_2_2_15,
trgw_2_2_15_20160531,37.0732,0.0,trgw_2_2_15,
trgw_2_2_15_20160630,36.4701,0.0,trgw_2_2_15,
trgw_2_2_15_20160731,35.8569,0.0,trgw_2_2_15,
trgw_2_2_15_20160831,35.0957,0.0,trgw_2_2_15,
trgw_2_2_15_20160930,34.3249,0.0,trgw_2_2_15,
trgw_2_2_15_20161031,33.7217,0.0,trgw_2_2_15,
trgw_2_2_15_20161130,33.6188,0.0,trgw_2_2_15,
trgw_2_2_15_20161231,33.925,0.0,trgw_2_2_15,
trgw_2_2_15_20170131,34.5898,0.0,trgw_2_2_15,
trgw_2_2_15_20170228,35.118,0.0,trgw_2_2_15,
trgw_2_2_15_20170331,35.6857,0.0,trgw_2_2_15,
trgw_2_2_15_20170430,36.0384,0.0,trgw_2_2_15,
trgw_2_2_15_20170531,35.9402,0.0,trgw_2_2_15,
trgw_2_2_15_20170630,35.77,0.0,trgw_2_2_15,
trgw_2_2_15_20170731,35.6066,0.0,trgw_2_2_15,
trgw_2_2_15_20170831,34.9609,0.0,trgw_2_2_15,
trgw_2_2_15_20170930,34.2583,0.0,trgw_2_2_15,
trgw_2_2_15_20171031,33.7501,0.0,trgw_2_2_15,
trgw_2_2_15_20171130,33.6025,0.0,trgw_2_2_15,
trgw_2_2_15_20171231,34.188,0.0,trgw_2_2_15,
trgw_2_2_9_20151231,36.5663,0.0,trgw_2_2_9,
trgw_2_2_9_20160131,36.2405,15.0,trgw_2_2_9,
trgw_2_2_9_20160229,36.3286,15.0,trgw_2_2_9,
trgw_2_2_9_20160331,37.505,15.0,trgw_2_2_9,
trgw_2_2_9_20160430,37.5548,15.0,trgw_2_2_9,
trgw_2_2_9_20160531,37.6033,15.0,trgw_2_2_9,
trgw_2_2_9_20160630,36.9064,15.0,trgw_2_2_9,
trgw_2_2_9_20160731,36.1913,15.0,trgw_2_2_9,
trgw_2_2_9_20160831,35.323,15.0,trgw_2_2_9,
trgw_2_2_9_20160930,34.4485,15.0,trgw_2_2_9,
trgw_2_2_9_20161031,33.7525,15.0,trgw_2_2_9,
trgw_2_2_9_20161130,33.621,15.0,trgw_2_2_9,
trgw_2_2_9_20161231,33.9694,15.0,trgw_2_2_9,
trgw_2_2_9_20170131,34.73,0.0,trgw_2_2_9,
trgw_2_2_9_20170228,35.3372,0.0,trgw_2_2_9,
trgw_2_2_9_20170331,35.9863,0.0,trgw_2_2_9,
trgw_2_2_9_20170430,36.4083,0.0,trgw_2_2_9,
trgw_2_2_9_20170531,36.3032,0.0,trgw_2_2_9,
trgw_2_2_9_20170630,36.0914,0.0,trgw_2_2_9,
trgw_2_2_9_20170731,35.8962,0.0,trgw_2_2_9,
trgw_2_2_9_20170831,35.1629,0.0,trgw_2_2_9,
trgw_2_2_9_20170930,34.3591,0.0,trgw_2_2_9,
trgw_2_2_9_20171031,33.7744,0.0,trgw_2_2_9,
trgw_2_2_9_20171130,33.6079,0.0,trgw_2_2_9,
trgw_2_2_9_20171231,34.483,0.0,trgw_2_2_9,
trgw_2_33_7_20151231,34.8588,0.0,trgw_2_33_7,
trgw_2_33_7_20160131,34.6976,15.0,trgw_2_33_7,
trgw_2_33_7_20160229,34.7435,15.0,trgw_2_33_7,
trgw_2_33_7_20160331,35.3184,15.0,trgw_2_33_7,
trgw_2_33_7_20160430,35.2753,15.0,trgw_2_33_7,
trgw_2_33_7_20160531,35.3254,15.0,trgw_2_33_7,
trgw_2_33_7_20160630,34.9495,15.0,trgw_2_33_7,
trgw_2_33_7_20160731,34.6229,15.0,trgw_2_33_7,
trgw_2_33_7_20160831,34.1914,15.0,trgw_2_33_7,
trgw_2_33_7_20160930,33.7563,15.0,trgw_2_33_7,
trgw_2_33_7_20161031,33.4546,15.0,trgw_2_33_7,
trgw_2_33_7_20161130,33.451,15.0,trgw_2_33_7,
trgw_2_33_7_20161231,33.6186,15.0,trgw_2_33_7,
trgw_2_33_7_20170131,33.9921,0.0,trgw_2_33_7,
trgw_2_33_7_20170228,34.2611,0.0,trgw_2_33_7,
trgw_2_33_7_20170331,34.5901,0.0,trgw_2_33_7,
trgw_2_33_7_20170430,34.7513,0.0,trgw_2_33_7,
trgw_2_33_7_20170531,34.6784,0.0,trgw_2_33_7,
trgw_2_33_7_20170630,34.5705,0.0,trgw_2_33_7,
trgw_2_33_7_20170731,34.5086,0.0,trgw_2_33_7,
trgw_2_33_7_20170831,34.1231,0.0,trgw_2_33_7,
trgw_2_33_7_20170930,33.7395,0.0,trgw_2_33_7,
trgw_2_33_7_20171031,33.4982,0.0,trgw_2_33_7,
trgw_2_33_7_20171130,33.4375,0.0,trgw_2_33_7,
trgw_2_33_7_20171231,33.992,0.0,trgw_2_33_7,
trgw_2_34_10_20151231,34.6692,0.0,trgw_2_34_10,
trgw_2_34_10_20160131,34.5274,0.0,trgw_2_34_10,
trgw_2_34_10_20160229,34.5692,0.0,trgw_2_34_10,
trgw_2_34_10_20160331,35.0669,0.0,trgw_2_34_10,
trgw_2_34_10_20160430,35.0182,0.0,trgw_2_34_10,
trgw_2_34_10_20160531,35.062,0.0,trgw_2_34_10,
trgw_2_34_10_20160630,34.7371,0.0,trgw_2_34_10,
trgw_2_34_10_20160731,34.4561,0.0,trgw_2_34_10,
trgw_2_34_10_20160831,34.0794,0.0,trgw_2_34_10,
trgw_2_34_10_20160930,33.7092,0.0,trgw_2_34_10,
trgw_2_34_10_20161031,33.4409,0.0,trgw_2_34_10,
trgw_2_34_10_20161130,33.4498,0.0,trgw_2_34_10,
